provider_id,provider_name,npi,dea,specialty_concept_id,care_site_id,year_of_birth,gender_concept_id,provider_source_value,specialty_source_value,specialty_source_concept_id,gender_source_value,gender_source_concept_id,location_id
239159652,Hiram237 Moen819,,,,1105262332,,8507,4f50938f-635b-3039-8ffb-145422a41b7a,GENERAL PRACTICE,,M,,
1289329021,Elma843 McCullough561,,,,1836308044,,8532,2692d5c2-05cf-3525-9acc-5528d1d91caf,GENERAL PRACTICE,,F,,
1680551963,Dorris197 Rolfson709,,,,19502836,,8532,a29e6f99-770c-30d4-acfc-8d21e3a9cb2a,GENERAL PRACTICE,,F,,
1225199181,Chanelle850 Schuster709,,,,988526928,,8532,4887bfc3-9d4d-3a7a-a686-266c70f3956d,GENERAL PRACTICE,,F,,
293481960,Leo278 Pacocha935,,,,2039530888,,8507,ceabb773-8c73-3076-bdbe-76ef3356f6f0,GENERAL PRACTICE,,M,,
1493575543,Ellen406 Farrell962,,,,1882373416,,8532,6e3e435c-2502-3048-bf92-d6785347e59e,GENERAL PRACTICE,,F,,
1402200021,Domenic627 Blick895,,,,708132401,,8507,bef155c5-92fb-3f48-b3a3-7e3369e0b7fd,GENERAL PRACTICE,,M,,
1035956556,José Eduardo181 Jaramillo133,,,,2031236874,,8507,cf73db3f-52f5-35a1-8053-75e8e6c1cf9c,GENERAL PRACTICE,,M,,
1953651900,Gail741 Romaguera67,,,,1973545054,,8507,91ae93b1-521d-3ea5-b88c-79c8deb1228f,GENERAL PRACTICE,,M,,
1380605250,Jerrell6 Breitenberg711,,,,1232045959,,8507,0840c3bf-f453-3b1a-ab4e-0c3e906d44b8,GENERAL PRACTICE,,M,,
1836301315,Erick204 Mayer370,,,,1385126465,,8507,bebe54a1-c2d8-39d0-b6c2-11289f65475a,GENERAL PRACTICE,,M,,
2145406682,Amado512 Adams676,,,,1905158739,,8507,4d154890-e503-3147-8349-4cea10899a31,GENERAL PRACTICE,,M,,
324675009,Tomeka87 Rutherford999,,,,922405544,,8532,b3ced547-ce99-3723-81dc-54da974f88de,GENERAL PRACTICE,,F,,954051075.0
12647823,Victoria535 Roob72,,,,1004735124,,8532,a471b990-365d-362b-b7d6-ef2cbd870cd6,GENERAL PRACTICE,,F,,
602063553,Shonna561 Feest103,,,,345406588,,8532,9d3f49e2-a3b9-3bfe-9ca5-d421f3a72c1f,GENERAL PRACTICE,,F,,
1192599887,Evelin941 Ratke343,,,,286216480,,8532,e101d23f-b3d9-368b-8a14-936157676161,GENERAL PRACTICE,,F,,
1103221646,Junior695 Pacocha935,,,,690484900,,8507,10ccc9cb-fee8-3c61-b2c6-3d34458208be,GENERAL PRACTICE,,M,,
13203033,Octavio643 Prosacco716,,,,206138662,,8507,11203cc8-9e82-3cde-b34a-da3027cff8b8,GENERAL PRACTICE,,M,,
1420919592,Marlys304 Schoen8,,,,2044873675,,8532,f3b7e82f-701c-356b-805c-ade05864802b,GENERAL PRACTICE,,F,,
991916608,Alvin56 Crona259,,,,1969629963,,8507,183287c4-3c31-3dad-b408-d9c6e1636050,GENERAL PRACTICE,,M,,
1620778202,Aurore252 Herzog843,,,,792217546,,8532,3ac6af8d-d5e5-33a0-b485-5fa2d4f2df16,GENERAL PRACTICE,,F,,
245519613,Rochell365 Stehr398,,,,1877196451,,8532,e0fe2ce3-de9e-3903-9e21-9352cce74bff,GENERAL PRACTICE,,F,,
455264141,Beverlee316 Haag279,,,,1737267104,,8532,86ecc899-68ac-3eac-b1c0-7e0cecb2be05,GENERAL PRACTICE,,F,,
1935445300,Yasmin241 Emard19,,,,1432608968,,8532,22babfc6-615a-3030-ac6d-3c25f5621663,GENERAL PRACTICE,,F,,
1591943167,Latrisha74 Mante251,,,,1497476321,,8532,ce3f1760-4d55-3406-b390-4b9fa64c1fd2,GENERAL PRACTICE,,F,,
782819551,Nancie476 Homenick806,,,,1666105582,,8532,60512e78-b002-353a-8b1c-2e42ef41afe8,GENERAL PRACTICE,,F,,
457128272,Reinaldo138 Runolfsdottir785,,,,1243016307,,8507,1b8f0658-c7ff-3604-930c-a8125729b697,GENERAL PRACTICE,,M,,
1623380640,Augustine565 Brekke496,,,,192315919,,8507,d59f64fa-f216-3fd8-87b6-29f6a7dd5f8f,GENERAL PRACTICE,,M,,
747271346,Chu728 Weber641,,,,1254725791,,8532,3faafb1f-3615-3df4-bffe-1adde474ff71,GENERAL PRACTICE,,F,,
1664193953,Zonia753 Schroeder447,,,,1502220687,,8532,e93834b2-8176-3273-b051-7dce76f050e2,GENERAL PRACTICE,,F,,
211773585,Christeen33 Toy286,,,,1368962837,,8532,292a9dec-7d4f-3fee-ad80-f4c48278af7d,GENERAL PRACTICE,,F,,
2123961689,Sofia418 Duran646,,,,1516346610,,8532,1b37051d-ed3d-37da-bbc6-c5c1dc2d799e,GENERAL PRACTICE,,F,,
2060870228,Mao115 Bednar518,,,,1259237348,,8532,92d40da2-03e0-3cb5-afc5-7736ffda8a5b,GENERAL PRACTICE,,F,,
1705185307,Noelle559 Padberg411,,,,597339370,,8532,7b164922-82bf-3ec3-8d59-e5ea3518c0b5,GENERAL PRACTICE,,F,,
110411164,Sallie654 Barrows492,,,,2035947154,,8532,8cbbda9c-5385-3872-9ca0-338e182e1ceb,GENERAL PRACTICE,,F,,
2032990269,Delicia67 Bernhard322,,,,2002272928,,8532,741b1bfb-772c-33cb-a8f3-b18e3f8af99f,GENERAL PRACTICE,,F,,
702483303,Khalilah870 Dare640,,,,1327095102,,8532,b375f4f0-2a02-39a1-a336-c93cc0e1ae59,GENERAL PRACTICE,,F,,
1697905126,Wes853 King743,,,,1493020935,,8507,b4005581-ba48-3b8c-b2b6-27ce083e816f,GENERAL PRACTICE,,M,,
1876494870,Regena252 Huel628,,,,1569639553,,8532,1bafa744-9286-3347-9801-6319c871b59e,GENERAL PRACTICE,,F,,
848190104,Barb55 Renner328,,,,629476907,,8532,6d7d05fd-f79d-3aa2-ac11-169bcbd6ff3f,GENERAL PRACTICE,,F,,
425840902,Rashad361 Predovic534,,,,2106780627,,8507,295a966e-6bb7-39d5-b7cb-d712ab207d47,GENERAL PRACTICE,,M,,
562889449,Otha286 Roberts511,,,,434274634,,8507,492c8ead-993f-30aa-9aed-37f583c00b20,GENERAL PRACTICE,,M,,
704412507,Cory323 Lind531,,,,261403441,,8532,5c4f07ab-650b-32aa-a612-666b08fc6fef,GENERAL PRACTICE,,F,,
562870889,Palmer257 Kuphal363,,,,55731313,,8507,0c0c0fe9-0b4d-373e-9f78-3785ef2c3b20,GENERAL PRACTICE,,M,,
1838539371,Carson894 Krajcik437,,,,1381388719,,8507,c3ab360e-43d2-3619-93cd-18c5b3111e18,GENERAL PRACTICE,,M,,
985954098,Bettina657 Marquardt819,,,,2079564652,,8532,17f99bc6-deda-370e-b174-1606837124c5,GENERAL PRACTICE,,F,,
1788583467,Beth967 McKenzie376,,,,620327793,,8532,1d02ec9c-7bec-3c0e-a282-53fad972a54e,GENERAL PRACTICE,,F,,
681350199,Frederick289 Gerhold939,,,,679789523,,8507,7bf55633-e968-3d9e-991e-f8937c19877f,GENERAL PRACTICE,,M,,
635571786,Julio255 Oquendo599,,,,1054932573,,8507,7763ff6d-492f-38c0-abdc-bfff4832a23b,GENERAL PRACTICE,,M,,
372585449,Jude172 Reynolds644,,,,1538157482,,8507,a6d6fe56-5744-316f-a9e1-57902a89e24f,GENERAL PRACTICE,,M,,
501773969,Maynard46 Ward668,,,,116661228,,8507,48ede597-ca43-3d98-8874-c2ab5543102e,GENERAL PRACTICE,,M,,
1326708299,Shanita956 Wolff180,,,,1038257418,,8532,a0b781a5-e772-3aa0-93e1-df47e85814a5,GENERAL PRACTICE,,F,,
1075281731,Danuta945 Little434,,,,904024772,,8532,747eab12-ed70-3e0b-ab38-adc24daae064,GENERAL PRACTICE,,F,,
645099914,Josue598 Flatley871,,,,1258282451,,8507,b8c459c9-a4c6-36e8-880c-22396a03cbd0,GENERAL PRACTICE,,M,,
135484112,Leif534 Hane680,,,,1278050794,,8507,9451c538-dcea-30ac-8c26-60507b32913c,GENERAL PRACTICE,,M,,
61863534,Octavio643 Gusikowski974,,,,1409375164,,8507,1f01dc10-69ec-37f0-9fb5-428f6fc42f4b,GENERAL PRACTICE,,M,,
1368496028,Gordon377 Wuckert783,,,,688823801,,8507,5af3b3ae-e982-35c7-a2a7-11e14adc2c87,GENERAL PRACTICE,,M,,
1104111494,Taisha184 Sawayn19,,,,1062658016,,8532,9e1126c0-0c89-3079-9d0f-cc61ed019822,GENERAL PRACTICE,,F,,
1396794846,Daria61 Weber641,,,,1401086587,,8532,263ea62c-225c-319f-8d27-04a778b5455a,GENERAL PRACTICE,,F,,
1443112419,Serena400 Littel644,,,,1963920840,,8532,c704ad6c-490e-3f60-84fb-268a4fc8d0d0,GENERAL PRACTICE,,F,,
1460006156,Richelle340 Kshlerin58,,,,1411621676,,8532,75e2fde6-d5f7-32e5-a869-a7b59de0e0f7,GENERAL PRACTICE,,F,,
1650609889,Raymond398 Nicolas769,,,,304171234,,8507,d693102c-7c3a-3c96-9fde-d36be95e6fa9,GENERAL PRACTICE,,M,,
1191235058,Rufus33 Langosh790,,,,1496285351,,8507,de71dad3-fcbd-3c3f-8c29-bad2f0cd127e,GENERAL PRACTICE,,M,,
343071655,Rudolf736 Vandervort697,,,,1299249375,,8507,ccb4b7fd-4d1b-38cf-b489-bd208663c21d,GENERAL PRACTICE,,M,,
444064271,Monte325 Parisian75,,,,483689504,,8507,561cf744-e59f-35f5-abb0-0e69cace3b58,GENERAL PRACTICE,,M,,
1057286437,Nicholle822 Satterfield305,,,,162311491,,8532,df686d23-73fc-392e-9d99-0ea1d017384c,GENERAL PRACTICE,,F,,
463050627,Renaldo199 Huels583,,,,1292300636,,8507,d6f6fed6-3c67-31b6-ba3f-92f062d70869,GENERAL PRACTICE,,M,,
2122654177,Larisa542 Kris249,,,,262950650,,8532,7f08327c-0485-38c5-b04e-b8aaefde0cbf,GENERAL PRACTICE,,F,,
846873962,Crystle668 McCullough561,,,,1434038638,,8532,15ba8315-6ee3-3895-ba22-e4fa9bada79c,GENERAL PRACTICE,,F,,
1630870087,Modesta635 Mills423,,,,983072525,,8532,84eb42df-e6da-34be-af3c-8f7ebe5b8a89,GENERAL PRACTICE,,F,,
796071590,Edith654 Beier427,,,,1465373724,,8532,3a8424b5-e7b5-309a-9a86-0ccdf1011f3a,GENERAL PRACTICE,,F,,
1851105547,Paul232 Bartell116,,,,916189198,,8507,4ba38594-26d5-336a-ac1d-3ed5d365b690,GENERAL PRACTICE,,M,,
816617091,Clifton91 Lakin515,,,,1465383570,,8507,51befa98-931d-3d5e-beba-52007503c166,GENERAL PRACTICE,,M,,
1283871118,Reggie481 Schiller186,,,,14101784,,8507,4372b414-5bf1-30ac-96d6-b4cf999e8190,GENERAL PRACTICE,,M,,
828033799,Orville751 Will178,,,,1026504421,,8507,338fd41a-0e6c-39a1-bdd8-e3e4295ca4a3,GENERAL PRACTICE,,M,,
400125380,Zachary28 Gleichner915,,,,1395766888,,8507,7786bfc4-b522-380b-ab9f-9049106c20b4,GENERAL PRACTICE,,M,,
1531040142,Stella203 Hammes673,,,,568792369,,8532,5e4c343a-5efd-3373-b4c0-75ad57108b66,GENERAL PRACTICE,,F,,
1363129925,Rob341 Cormier289,,,,1776788881,,8507,8bb1457f-f43b-3955-b7e8-0d0e4f24989c,GENERAL PRACTICE,,M,,
680178817,Harvey63 Lehner980,,,,370381044,,8507,03a8c575-6034-3931-abd7-7f0c62db8ff8,GENERAL PRACTICE,,M,,
772260563,Donny470 Reynolds644,,,,308605388,,8507,76286772-0ded-3410-b362-0598c23a0780,GENERAL PRACTICE,,M,,
178173844,Janey243 Schoen8,,,,483581272,,8532,e1e387a6-8da1-356f-a2d2-b9c544b255b7,GENERAL PRACTICE,,F,,
1058250287,Cristi782 Miller503,,,,578364483,,8532,c0059722-6639-391f-8610-de12708e523b,GENERAL PRACTICE,,F,,
186196790,Jarrett354 Gutmann970,,,,985961193,,8507,65839ce6-72b2-3abd-adc5-c1d7fa9d12fc,GENERAL PRACTICE,,M,,
968154493,Clay913 Mertz280,,,,619405949,,8507,43ea41cb-f557-33ea-ac94-4b7f11c71d97,GENERAL PRACTICE,,M,,
1617220423,Stephane228 O'Conner199,,,,1011029923,,8532,0345194e-becb-3cfc-a0df-6e33abad0b7b,GENERAL PRACTICE,,F,,
242664013,Wilbur107 Rau926,,,,560571951,,8507,e93c7b56-8346-33b2-9c4b-e4bf174a2641,GENERAL PRACTICE,,M,,
472311976,Roger751 Quitzon246,,,,741639280,,8507,015ce851-df48-32aa-9078-71313445e315,GENERAL PRACTICE,,M,,
2048744763,Darnell564 Leannon79,,,,2099787242,,8507,17fb6aca-7a98-3a21-b8e9-453a1abdcaff,GENERAL PRACTICE,,M,,
118225065,Maricruz991 Considine820,,,,2137011842,,8532,003459a2-d359-3031-86e9-7efc8d61f16c,GENERAL PRACTICE,,F,,
1247456092,Jamey282 Graham902,,,,2139001865,,8507,f065117e-f5e8-31f1-87b5-950fe7edfee1,GENERAL PRACTICE,,M,,
